"unique_id","display_week","sewershed","percentile","percentile_bin","percentile_bin_label","counties","jurisdiction","latitude","longitude","percentile_bin__colour","percentile_bin_label__colour"
"WWS_ca_130_Treatment plant-2024-04-27","2024-04-27","ID:130","24.44","3","Low","Napa","California","38.506158","-122.305521","#46a59e","#b1e1bb"
"NWSS_co_201_Treatment plant-2024-04-27","2024-04-27","ID:201","Insufficient Data","0","Insufficient Data","Alamosa","Colorado","37.485853000000006","-105.79112699999999","#cccccc","#cccccc"
"WWS_me_700_Treatment plant-2024-04-27","2024-04-27","ID:700","15.63","2","Minimal","Cumberland","Maine","43.73771","-70.44934","#318984","#82cec2"
"CDC_VERILY_ct_278_Treatment plant-2024-04-27","2024-04-27","ID:278","Insufficient Data","0","Insufficient Data","New London","Connecticut","41.495157999999996","-71.98863700000001","#cccccc","#cccccc"
"WWS_tx_1908_Treatment plant-2024-04-27","2024-04-27","ID:1908","Insufficient Data","0","Insufficient Data","Montgomery","Texas","30.151632","-95.478736","#cccccc","#cccccc"
"NWSS_wa_2068_Treatment plant-2024-04-27","2024-04-27","ID:2068","Insufficient Data","0","Insufficient Data","Yakima","Washington","46.653755999999994","-120.737157","#cccccc","#cccccc"
"NWSS_ca_106_Treatment plant-2024-04-27","2024-04-27","ID:106","0.0","1","Minimal","Kern","California","35.099303000000006","-118.704933","#1a6e6b","#82cec2"
"NWSS_il_434_Treatment plant-2024-04-27","2024-04-27","ID:434","0.0","1","Minimal","Du Page","Illinois","41.732028","-88.043171","#1a6e6b","#82cec2"
"WWS_md_737_Treatment plant-2024-04-27","2024-04-27","ID:737-B","19.57","2","Minimal","Washington","Maryland","39.58407","-77.701733","#318984","#82cec2"
"NWSS_wv_2100_Treatment plant-2024-04-27","2024-04-27","ID:2100","Insufficient Data","0","Insufficient Data","Randolph","West Virginia","38.687858999999996","-79.97952599999999","#cccccc","#cccccc"
"NWSS_il_445_Treatment plant-2024-04-27","2024-04-27","ID:445","Insufficient Data","0","Insufficient Data","Iroquois","Illinois","40.739738","-87.801038","#cccccc","#cccccc"
"NWSS_il_480_Treatment plant-2024-04-27","2024-04-27","ID:480","Insufficient Data","0","Insufficient Data","Randolph","Illinois","38.040127000000005","-89.82490800000001","#cccccc","#cccccc"
"WWS_in_506_Treatment plant-2024-04-27","2024-04-27","ID:506","Insufficient Data","0","Insufficient Data","Clark","Indiana","38.415869","-85.70514800000001","#cccccc","#cccccc"
"CDC_VERILY_nh_1183_Treatment plant-2024-04-27","2024-04-27","ID:1183","Insufficient Data","0","Insufficient Data","Cumberland, Oxford, Belknap, Carroll","Maine, New Hampshire","43.793243000000004","-71.10495","#cccccc","#cccccc"
"CDC_VERILY_nc_1473_Treatment plant-2024-04-27","2024-04-27","ID:1473-A","Insufficient Data","0","Insufficient Data","Lenoir","North Carolina","35.229879","-77.60782800000001","#cccccc","#cccccc"
"CDC_VERILY_ar_83_Treatment plant-2024-04-27","2024-04-27","ID:83","Insufficient Data","0","Insufficient Data","Pulaski","Arkansas","34.853521","-92.383138","#cccccc","#cccccc"
"WWS_ca_112_Treatment plant-2024-04-27","2024-04-27","ID:112","0.0","1","Minimal","Los Angeles","California","33.791314","-118.293702","#1a6e6b","#82cec2"
"WWS_hi_361_Treatment plant-2024-04-27","2024-04-27","ID:361-B","11.54","2","Minimal","Honolulu","Hawaii","21.444149","-158.169516","#318984","#82cec2"
"NWSS_il_485_Treatment plant-2024-04-27","2024-04-27","ID:485","0.0","1","Minimal","Saint Clair","Illinois","38.47135","-89.98495700000001","#1a6e6b","#82cec2"
"CDC_VERILY_nh_1198_Treatment plant-2024-04-27","2024-04-27","ID:1198","Insufficient Data","0","Insufficient Data","Sullivan","New Hampshire","43.381085","-72.192499","#cccccc","#cccccc"
"NWSS_oh_1594_Treatment plant-2024-04-27","2024-04-27","ID:1594","Insufficient Data","0","Insufficient Data","Huron","Ohio","41.116519000000004","-82.428981","#cccccc","#cccccc"
"NWSS_oh_1692_Treatment plant-2024-04-27","2024-04-27","ID:1692","0.0","1","Minimal","Wood","Ohio","41.544337","-83.570261","#1a6e6b","#82cec2"
"NWSS_co_238_Treatment plant-2024-04-27","2024-04-27","ID:238","Insufficient Data","0","Insufficient Data","Larimer","Colorado","40.526206","-105.04099699999999","#cccccc","#cccccc"
"NWSS_il_428_Before treatment plant-2024-04-27","2024-04-27","ID:428","38.1","4","Low","Cook","Illinois","41.807289","-87.67896","#5bc2b9","#b1e1bb"
"CDC_VERILY_sc_1816_Treatment plant-2024-04-27","2024-04-27","ID:1816","Insufficient Data","0","Insufficient Data","Georgetown","South Carolina","33.450447","-79.37072500000001","#cccccc","#cccccc"
"NWSS_ca_95_Treatment plant-2024-04-27","2024-04-27","ID:95","0.0","1","Minimal","Butte","California","39.585152","-121.58472","#1a6e6b","#82cec2"
"NWSS_il_453_Treatment plant-2024-04-27","2024-04-27","ID:453","0.0","1","Minimal","Lake","Illinois","42.27791","-87.948004","#1a6e6b","#82cec2"
"CDC_VERILY_me_724_Treatment plant-2024-04-27","2024-04-27","ID:724","Insufficient Data","0","Insufficient Data","York","Maine","43.537496","-70.645179","#cccccc","#cccccc"
"NWSS_oh_1663_Treatment plant-2024-04-27","2024-04-27","ID:1663","Insufficient Data","0","Insufficient Data","Preble","Ohio","39.77845","-84.67680899999999","#cccccc","#cccccc"
"WWS_tx_1910_Treatment plant-2024-04-27","2024-04-27","ID:1910","22.73","3","Low","Montgomery","Texas","30.202473","-95.43038299999999","#46a59e","#b1e1bb"
"CDC_VERILY_hi_362_Treatment plant-2024-04-27","2024-04-27","ID:362-A","Insufficient Data","0","Insufficient Data","Honolulu","Hawaii","21.54176","-158.057255","#cccccc","#cccccc"
"NWSS_il_466_Treatment plant-2024-04-27","2024-04-27","ID:466","0.0","1","Minimal","Mclean","Illinois","40.447342","-88.978905","#1a6e6b","#82cec2"
"NWSS_oh_1588_Treatment plant-2024-04-27","2024-04-27","ID:1588","0.0","1","Minimal","Hamilton","Ohio","39.10524","-84.582485","#1a6e6b","#82cec2"
"WWS_ca_90_Before treatment plant-2024-04-27","2024-04-27","ID:90","Insufficient Data","0","Insufficient Data","Alameda","California","37.597564","-121.98186","#cccccc","#cccccc"
"WWS_ca_178_Treatment plant-2024-04-27","2024-04-27","ID:178","13.95","2","Minimal","Santa Cruz","California","37.052308000000004","-122.118726","#318984","#82cec2"
"WWS_ca_186_Treatment plant-2024-04-27","2024-04-27","ID:186","13.95","2","Minimal","Sonoma","California","38.534627","-122.7925","#318984","#82cec2"
"NWSS_il_462_Treatment plant-2024-04-27","2024-04-27","ID:462","0.0","1","Minimal","Mchenry","Illinois","42.230736","-88.30165199999999","#1a6e6b","#82cec2"
"NWSS_oh_1665_Treatment plant-2024-04-27","2024-04-27","ID:1665","Insufficient Data","0","Insufficient Data","Richland","Ohio","40.778895999999996","-82.45822700000001","#cccccc","#cccccc"
"CDC_VERILY_pa_1792_Treatment plant-2024-04-27","2024-04-27","ID:1792","Insufficient Data","0","Insufficient Data","Montgomery","Pennsylvania","40.229866","-75.227037","#cccccc","#cccccc"
"CDC_VERILY_hi_358_Treatment plant-2024-04-27","2024-04-27","ID:358-A","Insufficient Data","0","Insufficient Data","Honolulu","Hawaii","21.601764","-158.032961","#cccccc","#cccccc"
"WWS_tx_1922_Treatment plant-2024-04-27","2024-04-27","ID:1922","Insufficient Data","0","Insufficient Data","Wichita","Texas","33.982976","-98.503598","#cccccc","#cccccc"
"NWSS_va_1994_Treatment plant-2024-04-27","2024-04-27","ID:1994","Insufficient Data","0","Insufficient Data","Newport News City, York, New Kent, Williamsburg City, James City","Virginia","37.278249","-76.74198299999999","#cccccc","#cccccc"
"WWS_al_6_Treatment plant-2024-04-27","2024-04-27","ID:6","27.91","3","Low","Jefferson","Alabama","33.488869","-86.938003","#46a59e","#b1e1bb"
"WWS_fl_320_Before treatment plant-2024-04-27","2024-04-27","ID:320","88.89","9","High","Pinellas","Florida","27.733368","-82.691755","#853375","#2283b9"
"NWSS_oh_1604_Treatment plant-2024-04-27","2024-04-27","ID:1604","Insufficient Data","0","Insufficient Data","Licking","Ohio","40.078083","-82.494945","#cccccc","#cccccc"
"NWSS_ca_113_Treatment plant-2024-04-27","2024-04-27","ID:113-C","0.0","1","Minimal","Ventura, Los Angeles","California","33.793594","-118.288102","#1a6e6b","#82cec2"
"NWSS_de_284_Treatment plant-2024-04-27","2024-04-27","ID:284","Insufficient Data","0","Insufficient Data","Sussex","Delaware","38.64962","-75.32468","#cccccc","#cccccc"
"NWSS_il_449_Treatment plant-2024-04-27","2024-04-27","ID:449","0.0","1","Minimal","Kankakee","Illinois","41.116271","-87.881698","#1a6e6b","#82cec2"
"CDC_VERILY_ia_543_Treatment plant-2024-04-27","2024-04-27","ID:543","Insufficient Data","0","Insufficient Data","Dakota, Woodbury, Union","Nebraska, Iowa, South Dakota","42.466137","-96.34463500000001","#cccccc","#cccccc"
"WWS_ks_556_Treatment plant-2024-04-27","2024-04-27","ID:556","Insufficient Data","0","Insufficient Data","Wyandotte","Kansas","39.109054","-94.609554","#cccccc","#cccccc"
"NWSS_va_2027_Treatment plant-2024-04-27","2024-04-27","ID:2027","Insufficient Data","0","Insufficient Data","Bedford City, Botetourt, Roanoke, Bland, Salem, Roanoke City, Bedford","Virginia","37.234883","-79.934879","#cccccc","#cccccc"
"WWS_ca_185_Treatment plant-2024-04-27","2024-04-27","ID:185","Insufficient Data","0","Insufficient Data","Sonoma","California","38.228416","-122.575086","#cccccc","#cccccc"
"WWS_fl_314_Treatment plant-2024-04-27","2024-04-27","ID:314-B","Insufficient Data","0","Insufficient Data","Orange","Florida","28.633665","-81.48272300000001","#cccccc","#cccccc"
"WWS_mn_993_Treatment plant-2024-04-27","2024-04-27","ID:993","28.0","3","Low","Blue Earth, Nicollet","Minnesota","44.059171","-94.012992","#46a59e","#b1e1bb"
"WWS_tn_1837_Treatment plant-2024-04-27","2024-04-27","ID:1837","21.95","3","Low","Catoosa, Walker, Dade, Hamilton","Tennessee, Georgia","35.086144","-85.33835499999999","#46a59e","#b1e1bb"
"WWS_ut_1935_Treatment plant-2024-04-27","2024-04-27","ID:1935","13.33","2","Minimal","Salt Lake","Utah","40.635977","-111.913128","#318984","#82cec2"
"NWSS_ca_135_Treatment plant-2024-04-27","2024-04-27","ID:135","0.0","1","Minimal","Orange","California","33.629222","-117.758922","#1a6e6b","#82cec2"
"CDC_VERILY_fl_304_Treatment plant-2024-04-27","2024-04-27","ID:304","Insufficient Data","0","Insufficient Data","Escambia","Florida","30.673559","-87.348415","#cccccc","#cccccc"
"WWS_nj_1206_Treatment plant-2024-04-27","2024-04-27","ID:1206","0.0","1","Minimal","Essex, Hudson, Union, Passaic, Bergen","New Jersey","40.722125999999996","-74.15345699999999","#1a6e6b","#82cec2"
"NWSS_oh_1674_Treatment plant-2024-04-27","2024-04-27","ID:1674","Insufficient Data","0","Insufficient Data","Scioto","Ohio","38.789173999999996","-82.935376","#cccccc","#cccccc"
"NWSS_wa_2055_Treatment plant-2024-04-27","2024-04-27","ID:2055","Insufficient Data","0","Insufficient Data","Skagit","Washington","48.436088","-122.199264","#cccccc","#cccccc"
"CDC_VERILY_wy_2182_Treatment plant-2024-04-27","2024-04-27","ID:2182","Insufficient Data","0","Insufficient Data","Sheridan","Wyoming","44.776618","-106.834723","#cccccc","#cccccc"
"CDC_VERILY_ma_741_Treatment plant-2024-04-27","2024-04-27","ID:741","Insufficient Data","0","Insufficient Data","Middlesex","Massachusetts","42.450356","-71.455205","#cccccc","#cccccc"
"CDC_VERILY_nc_1490_Treatment plant-2024-04-27","2024-04-27","ID:1490","Insufficient Data","0","Insufficient Data","Rowan","North Carolina","35.684001","-80.45312","#cccccc","#cccccc"
"NWSS_oh_1527_Treatment plant-2024-04-27","2024-04-27","ID:1527","0.0","1","Minimal","Butler","Ohio","39.337401","-84.530803","#1a6e6b","#82cec2"
"CDC_VERILY_al_9_Treatment plant-2024-04-27","2024-04-27","ID:9","Insufficient Data","0","Insufficient Data","Lee","Alabama","32.591196000000004","-85.516553","#cccccc","#cccccc"
"WWS_ca_138_Treatment plant-2024-04-27","2024-04-27","ID:138","20.0","3","Low","Riverside","California","33.746086","-116.057497","#46a59e","#b1e1bb"
"NWSS_or_1748_Treatment plant-2024-04-27","2024-04-27","ID:1748","Insufficient Data","0","Insufficient Data","Umatilla","Oregon","45.711093999999996","-118.634134","#cccccc","#cccccc"
"WWS_tn_1838_Treatment plant-2024-04-27","2024-04-27","ID:1838","Insufficient Data","0","Insufficient Data","Shelby","Tennessee","35.23986","-90.00985899999999","#cccccc","#cccccc"
"WWS_ut_1950_Treatment plant-2024-04-27","2024-04-27","ID:1950","12.12","2","Minimal","Utah","Utah","40.217905","-111.62835299999999","#318984","#82cec2"
"NWSS_va_2012_Treatment plant-2024-04-27","2024-04-27","ID:2012","Insufficient Data","0","Insufficient Data","Norton City, Wise","Virginia","36.968986","-82.484616","#cccccc","#cccccc"
"NWSS_il_400_Treatment plant-2024-04-27","2024-04-27","ID:400","0.0","1","Minimal","Adams","Illinois","39.953893","-91.212236","#1a6e6b","#82cec2"
"NWSS_oh_1564_Treatment plant-2024-04-27","2024-04-27","ID:1564","Insufficient Data","0","Insufficient Data","Hamilton","Ohio","39.118791","-84.4414","#cccccc","#cccccc"
"CDC_VERILY_wy_2184_Treatment plant-2024-04-27","2024-04-27","ID:2184","Insufficient Data","0","Insufficient Data","Teton","Wyoming","43.442713","-110.742666","#cccccc","#cccccc"
"NWSS_oh_1540_Treatment plant-2024-04-27","2024-04-27","ID:1540","0.0","1","Minimal","Cuyahoga","Ohio","41.434689999999996","-81.62277800000001","#1a6e6b","#82cec2"
"CDC_VERILY_ca_181_Treatment plant-2024-04-27","2024-04-27","ID:181","Insufficient Data","0","Insufficient Data","Santa Cruz","California","37.079867","-122.010236","#cccccc","#cccccc"
"WWS_ks_557_Treatment plant-2024-04-27","2024-04-27","ID:557","42.22","5","Moderate","Wyandotte","Kansas","39.152292","-94.810439","#71e0d5","#51b2cd"
"NWSS_wa_2054_Treatment plant-2024-04-27","2024-04-27","ID:2054","Insufficient Data","0","Insufficient Data","Skagit","Washington","48.492612","-122.614911","#cccccc","#cccccc"
"NWSS_ca_103_Treatment plant-2024-04-27","2024-04-27","ID:103","0.0","1","Minimal","Humboldt","California","40.785559","-123.927045","#1a6e6b","#82cec2"
"WWS_fl_324_Treatment plant-2024-04-27","2024-04-27","ID:324-B","0.0","1","Minimal","Seminole","Florida","28.685655999999998","-81.272049","#1a6e6b","#82cec2"
"CDC_VERILY_nm_1235_Treatment plant-2024-04-27","2024-04-27","ID:1235","Insufficient Data","0","Insufficient Data","Los Alamos","New Mexico","35.873458","-106.29317499999999","#cccccc","#cccccc"
"NWSS_ky_578_Treatment plant-2024-04-27","2024-04-27","ID:578","Insufficient Data","0","Insufficient Data","Madison","Kentucky","37.776307","-84.30055300000001","#cccccc","#cccccc"
"WWS_me_699_Treatment plant-2024-04-27","2024-04-27","ID:699","Insufficient Data","0","Insufficient Data","Cumberland","Maine","43.934354","-70.342572","#cccccc","#cccccc"
"NWSS_il_488_Treatment plant-2024-04-27","2024-04-27","ID:488","0.0","1","Minimal","Sangamon","Illinois","39.784236","-89.636925","#1a6e6b","#82cec2"
"WWS_tx_1858_Treatment plant-2024-04-27","2024-04-27","ID:1858","19.44","2","Minimal","Dallas","Texas","32.673452","-96.60707","#318984","#82cec2"
"NWSS_il_435_Treatment plant-2024-04-27","2024-04-27","ID:435","0.0","1","Minimal","Du Page","Illinois","41.799319","-88.020387","#1a6e6b","#82cec2"
"WWS_ia_540_Treatment plant-2024-04-27","2024-04-27","ID:540","0.0","1","Minimal","Muscatine","Iowa","41.457626","-91.050048","#1a6e6b","#82cec2"
"NWSS_oh_1601_Treatment plant-2024-04-27","2024-04-27","ID:1601","Insufficient Data","0","Insufficient Data","Knox","Ohio","40.3653","-82.475866","#cccccc","#cccccc"
"CDC_VERILY_wi_2113_Treatment plant-2024-04-27","2024-04-27","ID:2113","Insufficient Data","0","Insufficient Data","Dane","Wisconsin","43.045806999999996","-89.39230599999999","#cccccc","#cccccc"
"NWSS_wi_2154_Treatment plant-2024-04-27","2024-04-27","ID:2154","Insufficient Data","0","Insufficient Data","Racine","Wisconsin","42.704539000000004","-87.84738100000001","#cccccc","#cccccc"
"WWS_me_694_Treatment plant-2024-04-27","2024-04-27","ID:694","Insufficient Data","0","Insufficient Data","Androscoggin","Maine","44.084123","-70.171137","#cccccc","#cccccc"
"WWS_tx_1919_Treatment plant-2024-04-27","2024-04-27","ID:1919-B","Insufficient Data","0","Insufficient Data","Webb","Texas","27.413079000000003","-99.474054","#cccccc","#cccccc"
"NWSS_va_2021_Treatment plant-2024-04-27","2024-04-27","ID:2021","Insufficient Data","0","Insufficient Data","Hampton City, Newport News City, York, James City","Virginia","37.120824","-76.520312","#cccccc","#cccccc"
"CDC_VERILY_ca_93_Treatment plant-2024-04-27","2024-04-27","ID:93-A","Insufficient Data","0","Insufficient Data","Alameda","California","37.721349","-122.15690099999999","#cccccc","#cccccc"
"WWS_md_736_Treatment plant-2024-04-27","2024-04-27","ID:736","45.95","5","Moderate","Saint Marys","Maryland","38.240789","-76.442253","#71e0d5","#51b2cd"
"NWSS_ca_111_Treatment plant-2024-04-27","2024-04-27","ID:111","0.0","1","Minimal","Lake","California","38.944275999999995","-122.658897","#1a6e6b","#82cec2"
"NWSS_ca_144_Treatment plant-2024-04-27","2024-04-27","ID:144","0.0","1","Minimal","San Bernardino","California","34.843724","-115.97169099999999","#1a6e6b","#82cec2"
"NWSS_va_2023_Treatment plant-2024-04-27","2024-04-27","ID:2023","Insufficient Data","0","Insufficient Data","Norfolk City","Virginia","36.892827","-76.269333","#cccccc","#cccccc"
"NWSS_oh_1652_Treatment plant-2024-04-27","2024-04-27","ID:1652","0.0","1","Minimal","Pickaway","Ohio","39.600044000000004","-82.940499","#1a6e6b","#82cec2"
"WWS_tx_1921_Treatment plant-2024-04-27","2024-04-27","ID:1921-B","Insufficient Data","0","Insufficient Data","Webb","Texas","27.521639","-99.495478","#cccccc","#cccccc"
"NWSS_va_2002_Treatment plant-2024-04-27","2024-04-27","ID:2002","Insufficient Data","0","Insufficient Data","Radford, Montgomery, Pulaski","Virginia","37.110932","-80.546461","#cccccc","#cccccc"
"NWSS_wa_2046_Treatment plant-2024-04-27","2024-04-27","ID:2046","Insufficient Data","0","Insufficient Data","King, Snohomish","Washington","47.771595","-122.26449600000001","#cccccc","#cccccc"
"WWS_ca_127_Treatment plant-2024-04-27","2024-04-27","ID:127","Insufficient Data","0","Insufficient Data","Monterey","California","36.637699","-121.81099099999999","#cccccc","#cccccc"
"NWSS_il_424_Before treatment plant-2024-04-27","2024-04-27","ID:424","Insufficient Data","0","Insufficient Data","Cook","Illinois","41.808969","-87.69488","#cccccc","#cccccc"
"CDC_VERILY_sc_1821_Treatment plant-2024-04-27","2024-04-27","ID:1821","Insufficient Data","0","Insufficient Data","Horry","South Carolina","33.867935","-78.94168699999999","#cccccc","#cccccc"
"CDC_VERILY_va_1993_Treatment plant-2024-04-27","2024-04-27","ID:1993","Insufficient Data","0","Insufficient Data","Martinsville City, Henry","Virginia","36.643685","-79.849492","#cccccc","#cccccc"
"WWS_va_2006_Treatment plant-2024-04-27","2024-04-27","ID:2006-B","Insufficient Data","0","Insufficient Data","Stafford","Virginia","38.336218","-77.446578","#cccccc","#cccccc"
